,Age Group,Sex,Year,Population_2018,Population_2022,Population_Difference,Percentage_Difference
2672,25-29,female,2060,1802938.0,1872910.0,69972.0,3.8809986810417216
2673,30-34,female,2060,1801734.0,1992682.0,190948.0,10.598012803221785
2674,35-39,female,2060,1816558.0,2072838.0,256280.0,14.107999854670206
2675,40-44,female,2060,1894090.0,2218018.0,323928.0,17.10203844590278
2676,45-49,female,2060,1994487.0,2300141.0,305654.0,15.324943205947195
2677,50-54,female,2060,1914973.0,2263994.0,349021.0,18.225896657550784
2678,55-59,female,2060,1715056.0,2166786.0,451730.0,26.339081639316735
2679,60-64,female,2060,1778543.0,2154214.0,375671.0,21.122401876142437
2680,65-69,female,2060,1846724.0,2103826.0,257102.0,13.92205873752656
2681,70-74,female,2060,1807385.0,1962045.0,154660.0,8.557114283896347
2682,75-79,female,2060,1660204.0,1683437.0,23233.0,1.399406338016292
2683,80-84,female,2060,1358763.0,1344381.0,-14382.0,-1.0584627341191952
2684,85-89,female,2060,1100371.0,1079178.0,-21193.0,-1.9259867808221045
2685,90-94,female,2060,713166.0,715858.0,2692.0,0.37747172467560147
2686,95-99,female,2060,267483.0,268520.0,1037.0,0.3876881895298019
2687,100&over,female,2060,41567.0,39525.0,-2042.0,-4.912550821565184
2688,0-4,persons,2060,3310819.0,2943308.0,-367511.0,-11.10030478863387
2689,5-9,persons,2060,3436674.0,3077415.0,-359259.0,-10.45368283404245
2690,10-14,persons,2060,3571312.0,3208858.0,-362454.0,-10.149043264772162
2691,15-19,persons,2060,3662291.0,3334514.0,-327777.0,-8.950053395538477
2692,20-24,persons,2060,3726074.0,3646289.0,-79785.0,-2.1412618214238366
2693,25-29,persons,2060,3711813.0,3846323.0,134510.0,3.6238355757684992
2694,30-34,persons,2060,3698823.0,4079312.0,380489.0,10.286758787863057
2695,35-39,persons,2060,3713859.0,4240087.0,526228.0,14.169304758204337
2696,40-44,persons,2060,3860244.0,4523466.0,663222.0,17.1808310562752
2697,45-49,persons,2060,4057984.0,4680848.0,622864.0,15.349099454310316
2698,50-54,persons,2060,3886431.0,4604930.0,718499.0,18.487373119450726
2699,55-59,persons,2060,3466447.0,4383918.0,917471.0,26.467186718850744
2700,60-64,persons,2060,3575163.0,4255020.0,679857.0,19.016111992655997
2701,65-69,persons,2060,3654274.0,4049744.0,395470.0,10.822122260126088
2702,70-74,persons,2060,3496208.0,3686354.0,190146.0,5.4386352299405525
2703,75-79,persons,2060,3148061.0,3112501.0,-35560.0,-1.1295842107252687
2704,80-84,persons,2060,2534515.0,2440108.0,-94407.0,-3.7248546566108307
2705,85-89,persons,2060,1982268.0,1882898.0,-99370.0,-5.012944768315888
2706,90-94,persons,2060,1228651.0,1176500.0,-52151.0,-4.244573927014262
2707,95-99,persons,2060,437979.0,410534.0,-27445.0,-6.266282173346211
2708,100&over,persons,2060,64275.99999999999,55340.0,-8935.999999999993,-13.902545273507988
